season,episode,line_number,start_time,end_time,lines
2,1,350,"00:23:03,381","00:23:06,650","and you with no one
to warm your bed?
"
2,1,351,"00:23:06,684","00:23:08,619","We chose different paths.
"
2,1,352,"00:23:08,653","00:23:13,090","Oh, aye, and you chose the path
with no one but boys on it.
"
2,1,353,"00:23:14,959","00:23:18,094","You'll be wanting to sleep
beneath my roof, I suppose,
"
2,1,354,"00:23:18,129","00:23:20,196","and eat me out of pigs.
"
2,1,355,"00:23:20,231","00:23:22,132","A roof would be welcome.
"
2,1,356,"00:23:22,166","00:23:23,700","It's been hard riding.
"
2,1,357,"00:23:23,734","00:23:26,936","We've brought our own food
and good steel for you.
"
2,1,358,"00:23:29,540","00:23:32,275","Any man lays a hand
on one of my wives,
"
2,1,359,"00:23:32,309","00:23:35,278","he loses the hand.
"
2,1,360,"00:23:37,114","00:23:40,916","And I see this one
staring too long,
"
2,1,361,"00:23:40,951","00:23:44,186","I might just gouge
his eyes out.
"
2,1,362,"00:23:44,220","00:23:47,490","Your roof, your rules.
"
2,1,363,"00:23:59,004","00:24:00,437","( Grunts )
"
2,1,364,"00:24:00,472","00:24:02,773","Who am I?!
"
2,1,365,"00:24:02,808","00:24:06,244","- Who am I?!
- Lord commander.
"
2,1,366,"00:24:06,278","00:24:09,447","- And who are you?
- Jon Snow.
"
2,1,367,"00:24:09,481","00:24:12,083","Who <i>are</i> you?
"
2,1,368,"00:24:12,117","00:24:14,385","Your steward.
"
2,1,369,"00:24:14,419","00:24:16,520","You want to lead
one day?
"
2,1,370,"00:24:19,290","00:24:22,025","Then learn
how to follow.
"
2,1,371,"00:24:33,403","00:24:36,573","<i>( Man panting )</i>
"
2,1,372,"00:24:39,544","00:24:44,281","Melisandre: <i>Lord of Light, come to us</i>
<i>in our darkness.</i>
"
2,1,373,"00:24:44,315","00:24:48,019","We offer you
these false Gods.
"
2,1,374,"00:24:48,053","00:24:50,988","Take them and cast
your light upon us...
"
2,1,375,"00:24:52,691","00:24:56,727","For the night is dark
and full of terrors.
"
2,1,376,"00:24:56,761","00:25:00,263","Men: For the night is dark
and full of terrors.
"
2,1,377,"00:25:02,232","00:25:04,166","Melisandre:
<i>After the long summer,</i>
"
2,1,378,"00:25:04,200","00:25:07,236","<i>darkness will fall heavy</i>
<i>on the world.</i>
"
2,1,379,"00:25:07,270","00:25:09,972","The stars will bleed.
"
2,1,380,"00:25:10,006","00:25:12,375","We need to stop her.
"
2,1,381,"00:25:12,409","00:25:16,212","Melisandre: <i>The cold breath of winter</i>
<i>will freeze the seas...</i>
"
2,1,382,"00:25:16,246","00:25:17,644","Not now.
"
2,1,383,"00:25:17,669","00:25:18,869","<i>...And the dead shall rise</i>
<i>in the North.</i>
"
2,1,384,"00:25:22,419","00:25:25,989","All you men were named
in the Light of the Seven!
"
2,1,385,"00:25:26,024","00:25:29,159","<i>Is this how you treat</i>
<i>the Gods of your fathers?</i>
"
2,1,386,"00:25:29,194","00:25:33,897","Are you so eager to spit
on your ancestors?
"
2,1,387,"00:25:42,472","00:25:44,906","You smell of fear--
"
2,1,388,"00:25:44,974","00:25:49,210","fear and piss
and old bones.
"
2,1,389,"00:25:50,445","00:25:52,146","Do you want to stop me?
"
2,1,390,"00:25:56,585","00:25:58,452","Stop me.
"
2,1,391,"00:26:11,267","00:26:13,001","In the ancient books,
it's written
"
2,1,392,"00:26:13,036","00:26:17,072","that a warrior will draw
a burning sword from the fire.
"
2,1,393,"00:26:18,208","00:26:21,276","And that sword shall be
Lightbringer.
"
2,1,394,"00:26:26,083","00:26:29,585","Stannis Baratheon,
"
2,1,395,"00:26:29,619","00:26:32,187","warrior of light,
"
2,1,396,"00:26:32,222","00:26:34,123","your sword awaits you.
"
2,1,397,"00:26:55,379","00:26:57,647","<i>( Men cheering )</i>
"
2,1,398,"00:27:04,389","00:27:07,858","Men: Lord, cast your
light upon us!
"
2,1,399,"00:27:09,393","00:27:12,729","Melisandre: <i>For the night is dark</i>
<i>and full of terrors.</i>
"
2,1,400,"00:27:15,566","00:27:19,035","For the night is dark
and full of terror.
"
2,1,401,"00:27:46,097","00:27:49,732","This woman will lead him
into a war he cannot win.
"
2,1,402,"00:27:49,767","00:27:51,400","Stannis is our king.
"
2,1,403,"00:27:51,435","00:27:52,768","We follow
where he leads,
"
2,1,404,"00:27:52,803","00:27:55,504","- even if we don't like the path.
- King.
"
2,1,405,"00:27:55,538","00:27:57,639","Since that boar
killed his brother,
"
2,1,406,"00:27:57,674","00:27:59,708","every lord wants
a coronation.
"
2,1,407,"00:27:59,742","00:28:01,843","I don't serve the others.
I serve Stannis.
"
2,1,408,"00:28:01,878","00:28:05,580","As do I,
but loyal service
"
2,1,409,"00:28:05,614","00:28:08,550","means telling
hard truths.
"
2,1,410,"00:28:08,584","00:28:12,653","He's surrounded
by fools and fanatics,
"
2,1,411,"00:28:12,688","00:28:15,456","but he trusts you, Davos.
"
2,1,412,"00:28:15,491","00:28:18,593","If you tell him
the truth...
"
2,1,413,"00:28:19,996","00:28:21,931","What's the truth?
"
2,1,414,"00:28:34,578","00:28:36,379","Matthos: <i>""And I declare upon</i>
<i>the honor of my house</i>
"
2,1,415,"00:28:36,413","00:28:37,847","<i>that my beloved</i>
<i>brother Robert--""</i>
"
2,1,416,"00:28:37,881","00:28:40,483","he wasn't
my beloved brother.
"
2,1,417,"00:28:40,517","00:28:42,718","I didn't love him.
He didn't love me.
"
2,1,418,"00:28:42,753","00:28:44,587","A harmless courtesy,
Your Grace.
"
2,1,419,"00:28:44,621","00:28:45,988","A lie.
Take it out.
"
2,1,420,"00:28:48,925","00:28:50,826","""...that my brother Robert
left no trueborn heirs,
"
2,1,421,"00:28:50,860","00:28:53,262","the boy Joffrey,
the boy Tommen,
"
2,1,422,"00:28:53,296","00:28:55,464","and the girl Myrcella
being born of incest
"
2,1,423,"00:28:55,499","00:28:58,502","<i>between Cersei Lannister and</i>
<i>her brother Jaime Lannister.</i>
"
2,1,424,"00:28:58,536","00:29:01,438","- <i>By right of birth--""</i>
- Jaime Lannister, the Kingslayer.
"
2,1,425,"00:29:01,472","00:29:04,274","Call him what he is.
"
2,1,426,"00:29:04,309","00:29:05,809","Matthos: <i>""...And her brother</i>
<i>Jaime Lannister,</i>
"
2,1,427,"00:29:05,844","00:29:07,211","<i>the Kingslayer.</i>
"
2,1,428,"00:29:07,246","00:29:10,482","<i>By right of birth and blood,</i>
<i>i do this day lay claim--""</i>
"
2,1,429,"00:29:10,516","00:29:13,651","Stannis: <i>Make it</i> Ser <i>Jaime Lannister,</i>
<i>the Kingslayer.</i>
"
2,1,430,"00:29:13,686","00:29:15,887","Whatever else he is,
the man's still a knight.
"
2,1,431,"00:29:15,922","00:29:17,956","""Ser Jaime Lannister,
the Kingslayer.
"
2,1,432,"00:29:17,990","00:29:20,325","By right of birth
and blood,
"
2,1,433,"00:29:20,359","00:29:23,796","<i>I do this day lay claim</i>
<i>to the Iron Throne of Westeros.</i>
"
2,1,434,"00:29:23,830","00:29:26,331","Let all true men
declare their loyalty.""
"
2,1,435,"00:29:26,366","00:29:28,700","When Eddard Stark learned
the truth, he told only me.
"
2,1,436,"00:29:28,735","00:29:31,136","I'll not make
the same mistake.
"
2,1,437,"00:29:31,170","00:29:33,205","Send copies of that letter
to every corner of the Realm,
"
2,1,438,"00:29:33,239","00:29:35,106","from the Arbor
to the Wall.
"
2,1,439,"00:29:35,141","00:29:38,043","The time has come
to choose.
"
2,1,440,"00:29:38,077","00:29:40,545","Let no man claim ignorance
as an excuse.
"
2,1,441,"00:29:40,580","00:29:43,181","Your Grace,the Lannisters
are the true enemy.
"
2,1,442,"00:29:43,216","00:29:45,250","If, for the time being, you could
make peace with your brother--
"
2,1,443,"00:29:45,284","00:29:47,552","I'll not make peace with Renly
while he calls himself King.
"
2,1,444,"00:29:47,587","00:29:49,421","Well, many have already
declared for him--
"
2,1,445,"00:29:49,455","00:29:51,590","Mace Tyrell,
Randyll Tarly.
"
2,1,446,"00:29:51,625","00:29:54,860","Stannis does not need to beg
this lord or that lord for support.
"
2,1,447,"00:29:54,894","00:29:56,462","<i>The Lord of Light</i>
<i>stands behind him.</i>
"
2,1,448,"00:29:56,496","00:29:59,965","And how many ships has
the Lord of Light got in his fleet?
"
2,1,449,"00:30:00,000","00:30:02,568","- He has no need for ships.
- I'm sure he doesn't,
"
2,1,450,"00:30:02,602","00:30:04,003","but we do if we're
going to war.
"
2,1,451,"00:30:04,037","00:30:07,106","If not Renly, Your Grace,
join forces with Robb Stark.
"
2,1,452,"00:30:07,140","00:30:09,442","Who would steal
the northern half of my kingdom.
"
2,1,453,"00:30:09,476","00:30:10,777","I've always served thieves
according to their desserts,
"
2,1,454,"00:30:10,811","00:30:12,946","<i>as you well know,</i>
<i>Ser Davos.</i>
"
2,1,455,"00:30:12,980","00:30:15,981","Joffrey, Renly, Robb Stark,
they're all thieves.
"
2,1,456,"00:30:16,016","00:30:18,484","They'll bend the knee
or I'll destroy them.
"
2,1,457,"00:30:18,518","00:30:23,088","I owe you
an apology, my King.
"
2,1,458,"00:30:23,123","00:30:25,191","My duty is to serve.
"
2,1,459,"00:30:25,225","00:30:29,294","<i>You have chosen the new God</i>
<i>over the Old Gods.</i>
"
2,1,460,"00:30:29,329","00:30:32,831","<i>May the Lord of Light</i>
<i>watch over us all.</i>
"
2,1,461,"00:30:32,866","00:30:35,233","Shall we drink together?
"
2,1,462,"00:30:35,268","00:30:37,269","Don't.
"
2,1,463,"00:30:37,303","00:30:42,108","A cup of wine to honor
the one true God.
"
2,1,464,"00:31:24,287","00:31:25,755","( Thuds )
"
2,1,465,"00:31:25,789","00:31:28,191","( Men murmuring )
"
2,1,466,"00:31:28,225","00:31:31,427","The night is dark and full
of terrors, old man,
"
2,1,467,"00:31:31,462","00:31:34,697","but the fire
burns them all away.
"
2,1,468,"00:31:39,403","00:31:42,738","( Chatter )
"
2,1,469,"00:31:56,253","00:31:58,254","Man:
Your Grace.
"
2,1,470,"00:32:09,634","00:32:12,303","King in the North.
"
2,1,471,"00:32:14,239","00:32:16,040","I keep expecting you
to leave me
"
2,1,472,"00:32:16,075","00:32:18,109","in one castle or another
for safekeeping,
"
2,1,473,"00:32:18,144","00:32:22,180","but you drag me along
from camp to camp.
"
2,1,474,"00:32:22,214","00:32:24,849","Have you grown
fond of me, Stark?
"
2,1,475,"00:32:24,884","00:32:26,684","Is that it?
"
2,1,476,"00:32:26,719","00:32:28,720","I've never seen you
with a girl.
"
2,1,477,"00:32:29,822","00:32:32,257","If I left you with
one of my bannermen,
"
2,1,478,"00:32:32,291","00:32:35,327","your father would know
within a fortnight
"
2,1,479,"00:32:35,361","00:32:38,831","and my bannerman would receive
a raven with a message:
"
2,1,480,"00:32:38,865","00:32:42,434","""Release my son and you'll be rich
beyond your dreams.
"
2,1,481,"00:32:42,469","00:32:46,005","Refuse and your house
will be destroyed, root and stem.""
"
2,1,482,"00:32:46,039","00:32:48,340","You don't trust
the loyalty
"
2,1,483,"00:32:48,375","00:32:50,676","of the men following
you into battle?
"
2,1,484,"00:32:50,711","00:32:54,214","Oh, I trust them
with my life,
"
2,1,485,"00:32:54,248","00:32:56,249","just not with yours.
"
2,1,486,"00:32:56,283","00:32:58,117","Smart boy.
"
2,1,487,"00:32:58,152","00:32:59,786","What's wrong?
"
2,1,488,"00:32:59,820","00:33:01,787","<i>Don't like</i>
<i>being called ""boy""?</i>
"
2,1,489,"00:33:02,722","00:33:04,757","Insulted?
"
2,1,490,"00:33:06,960","00:33:09,261","<i>( Direwolf snarling )</i>
"
2,1,491,"00:33:11,731","00:33:14,599","Robb: <i>You insult yourself,</i>
<i>Kingslayer.</i>
"
2,1,492,"00:33:16,268","00:33:19,670","- <i>You've been defeated by a boy.</i>
- <i>( Heavy breathing )</i>
"
2,1,493,"00:33:19,705","00:33:22,172","<i>You're held captive</i>
<i>by a boy.</i>
"
2,1,494,"00:33:24,275","00:33:26,877","<i>Perhaps you'll be</i>
<i>killed by a boy.</i>
"
2,1,495,"00:33:33,618","00:33:35,386","Stannis Baratheon
sent ravens
"
2,1,496,"00:33:35,421","00:33:38,790","to all the high lords
of Westeros.
"
2,1,497,"00:33:38,825","00:33:42,495","King Joffrey Baratheon
is neither a true king
"
2,1,498,"00:33:42,529","00:33:45,164","<i>nor a true Baratheon.</i>
"
2,1,499,"00:33:45,199","00:33:47,333","He's your bastard son.
"
2,1,500,"00:33:47,368","00:33:49,937","<i>If that's true,</i>
<i>Stannis is the rightful king.</i>
"
2,1,501,"00:33:49,971","00:33:52,005","How convenient for him.
"
2,1,502,"00:33:52,039","00:33:56,309","My father learned
the truth.
"
2,1,503,"00:33:56,344","00:33:58,011","That's why
you had him executed.
"
2,1,504,"00:33:58,046","00:34:00,414","I was your prisoner
when Ned Stark lost his head.
"
2,1,505,"00:34:00,448","00:34:02,550","Your son killed him
"
2,1,506,"00:34:02,584","00:34:04,018","so the world wouldn't
learn who fathered him.
"
2,1,507,"00:34:04,052","00:34:08,089","And you-- you pushed
my brother from a window
"
2,1,508,"00:34:08,123","00:34:10,091","because he saw you
with the queen.
"
2,1,509,"00:34:11,761","00:34:13,662","( Snarling )
"
2,1,510,"00:34:15,264","00:34:18,300","You have proof?
"
2,1,511,"00:34:18,334","00:34:20,836","Or do you want to trade gossip
like a couple of fishwives?
"
2,1,512,"00:34:20,871","00:34:23,039","I'm sending one of your cousins
down to King's Landing
"
2,1,513,"00:34:23,074","00:34:24,708","with my peace terms.
"
2,1,514,"00:34:24,742","00:34:27,778","You think my father's going
to negotiate with you?
"
2,1,515,"00:34:27,812","00:34:30,214","You don't know him
very well.
"
2,1,516,"00:34:30,248","00:34:34,618","No, but he's starting
to know me.
"
2,1,517,"00:34:34,652","00:34:38,287","<i>Three victories</i>
<i>don't make you a conqueror.</i>
"
2,1,518,"00:34:39,756","00:34:42,391","It's better than
three defeats.
"
2,1,519,"00:34:46,796","00:34:50,265","( Snarling )
"
2,1,520,"00:35:10,823","00:35:13,424","Shae:
<i>This city stinks...</i>
"
2,1,521,"00:35:13,458","00:35:15,793","( Sniffs )
"
2,1,522,"00:35:15,828","00:35:17,395","Like dead bodies.
"
2,1,523,"00:35:17,429","00:35:19,563","Tyrion:
<i>A bit corpsey, yes.</i>
"
2,1,524,"00:35:19,597","00:35:22,065","And shit.
"
2,1,525,"00:35:22,100","00:35:24,000","I thought you wanted
to come here.
"
2,1,526,"00:35:27,337","00:35:29,705","I love it.
"
2,1,527,"00:35:29,739","00:35:33,409","You love the smell
of dead bodies and shit?
"
2,1,528,"00:35:33,443","00:35:36,479","And cum and garlic
and rum.
"
2,1,529,"00:35:36,513","00:35:39,649","You can smell cum
from the balcony?
"
2,1,530,"00:35:39,683","00:35:43,020","I love the stink.
I love the noise.
"
2,1,531,"00:35:43,054","00:35:45,156","Cities make me
want to fuck.
"
2,1,532,"00:35:45,190","00:35:48,493","And so did the country.
"
2,1,533,"00:35:49,729","00:35:51,563","( Sighs )
"
2,1,534,"00:35:51,597","00:35:53,097","This is where I belong.
"
2,1,535,"00:35:53,132","00:35:56,000","Yes, well, you need
to be careful.
"
2,1,536,"00:35:56,034","00:35:57,601","No one can know
you're here.
"
2,1,537,"00:35:57,636","00:35:59,303","No one will know.
"
2,1,538,"00:35:59,337","00:36:00,904","You can't trust anyone
in King's Landing.
"
2,1,539,"00:36:00,939","00:36:04,107","<i>They're all liars--</i>
<i>good liars, bad liars,</i>
"
2,1,540,"00:36:04,142","00:36:06,576","one or two great liars.
"
2,1,541,"00:36:06,610","00:36:08,611","What about you?
"
2,1,542,"00:36:08,645","00:36:11,280","Me? I'm not from here.
I'm a slave to the truth.
"
2,1,543,"00:36:11,314","00:36:14,116","( Laughs )
Truth?
"
2,1,544,"00:36:14,150","00:36:15,884","( Laughs )
"
2,1,545,"00:36:15,919","00:36:19,088","You are the biggest
little liar I have ever met.
"
2,1,546,"00:36:19,122","00:36:21,123","Why do you think
I am so little?
"
2,1,547,"00:36:21,157","00:36:25,693","I'm being crushed beneath the
weight of all that truth.
"
2,1,548,"00:36:27,863","00:36:29,830","Oh!
"
2,1,549,"00:36:29,865","00:36:32,667","Ned Stark actually
slept on this.
"
2,1,550,"00:36:32,701","00:36:36,538","As if the poor man
didn't suffer enough.
"
2,1,551,"00:36:38,341","00:36:41,811","One of the many changes
we'll have to make around here.
"
2,1,552,"00:36:52,989","00:36:56,291","- Lord Baelish.
- Your Grace.
"
2,1,553,"00:36:56,326","00:36:58,894","I wonder if I might
ask you for a favor.
"
2,1,554,"00:36:58,928","00:37:00,429","Of course,
Your Grace.
"
2,1,555,"00:37:00,463","00:37:02,397","Ned Stark's youngest
daughter Arya--
"
2,1,556,"00:37:02,432","00:37:04,633","we can't seem
to locate her.
"
2,1,557,"00:37:04,667","00:37:07,168","If she's escaped
the capital,
"
2,1,558,"00:37:07,203","00:37:09,270","Winterfell seems
the logical destination.
"
2,1,559,"00:37:09,304","00:37:11,840","And yet my friends in the North
report no sign of her.
"
2,1,560,"00:37:11,874","00:37:13,808","Curious.
"
2,1,561,"00:37:13,843","00:37:15,977","If we choose to negotiate
with the Starks,
"
2,1,562,"00:37:16,012","00:37:18,280","the girl has some value.
Whoever finds her--
"
2,1,563,"00:37:18,314","00:37:20,849","well, you know what they say about
Lannisters and debts.
"
2,1,564,"00:37:20,884","00:37:22,885","Well, you could ask
Varys where she is.
"
2,1,565,"00:37:22,920","00:37:25,221","He'll have
an answer for you.
"
2,1,566,"00:37:25,256","00:37:26,823","Whether you believe it...
"
2,1,567,"00:37:26,857","00:37:30,728","Myself, I have always had
a hard time trusting eunuchs.
"
2,1,568,"00:37:30,762","00:37:33,397","- Who knows what they want?
- ( Chuckles )
"
2,1,569,"00:37:33,431","00:37:36,533","A mockingbird.
"
2,1,570,"00:37:36,568","00:37:38,327","You created your
own Sigil, didn't you?
"
2,1,571,"00:37:38,352","00:37:39,552","Yes.
"
2,1,572,"00:37:40,104","00:37:42,406","Appropriate...
for a self-made man
"
2,1,573,"00:37:42,440","00:37:44,174","with so many
songs to sing.
"
2,1,574,"00:37:44,208","00:37:45,842","I'm glad you like it.
"
2,1,575,"00:37:45,877","00:37:47,745","Some people are
fortunate enough
"
2,1,576,"00:37:47,779","00:37:49,412","to be born into
the right family.
"
2,1,577,"00:37:49,447","00:37:52,115","Others have to find
their own way.
"
2,1,578,"00:37:53,484","00:37:55,518","I heard a song once
"
2,1,579,"00:37:55,552","00:37:58,187","about a boy
of modest means
"
2,1,580,"00:37:58,221","00:38:01,957","who found his way into the
home of a very prominent family.
"
